AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,EDUCATION,LIMIT_BAL,MARRIAGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX,default_payment_next_month
29,326239,318143,15926,4169,158062,156341,2,4.20E+05,2,0,0,-1,0,-1,0,7108,17570,1.00E+03,158556,5.00E+03,5080,2,0
29,130927,133658,132026,122804,121663,122032,2,1.30E+05,1,0,0,0,0,0,0,7.00E+03,5306,5.00E+03,5.00E+03,6.00E+03,1.00E+04,2,0
30,17047,15188,11366,14231,11135,7774,2,2.40E+05,1,-1,-1,-1,-1,-1,-1,15188,11366,14231,11135,7774,7785,2,0
30,51276,52064,53160,54331,53024,51317,1,1.10E+05,2,0,0,0,0,0,0,3.00E+03,3031,3.00E+03,3.00E+03,2.00E+03,3.00E+03,2,0
24,-78,-78,-78,-78,-78,-78,1,1.00E+05,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0
30,7650,8500,4090,8342,7611,8018,1,3.90E+05,2,0,0,0,0,0,0,3031,2010,6500,2.00E+03,1.00E+03,1.00E+03,2,0
30,5100,9861,11021,16883,150,4661,2,1.80E+05,1,-2,-2,-2,-2,-2,-2,9861,11021,16883,150,4661,873,2,1
29,113093,106321,107630,106354,79154,69988,1,1.10E+05,2,1,2,0,0,0,0,3,4334,4250,2946,2506,2458,2,0
28,20578,21742,23384,24268,24665,21833,1,1.20E+05,2,0,0,0,0,0,0,2.00E+03,2.00E+03,1312,1009,1.00E+03,1.00E+03,2,0
25,70282,71463,60364,70420,62549,47683,2,1.20E+05,1,0,0,0,0,0,0,4.00E+03,3.00E+03,11299,1943,2.00E+03,1684,2,0
26,-1544,8510,4141,15305,10368,5642,2,2.00E+05,2,1,-1,2,-1,0,0,12651,0,15305,0,0,16335,2,0
28,128821,93626,52074,118595,93461,86682,2,4.90E+05,2,0,0,0,0,0,0,3047,2647,88595,3203,3142,3166,2,0
32,44304,46255,50486,54019,58091,61630,2,2.10E+05,2,0,0,0,0,0,0,3.00E+03,5.00E+03,5.00E+03,5.00E+03,4500,5.00E+03,2,0
32,0,626,118,10349,2817,2410,2,4.00E+05,2,-2,-2,-2,-2,-2,-2,626,118,10349,2817,2410,10715,2,0
29,8695,14323,44326,9353,11156,17725,1,2.00E+05,2,-2,-2,-2,-2,-2,-2,14329,44452,9355,11156,17725,9289,2,0
32,9545,14350,17118,16546,20052,20385,2,1.50E+05,2,0,0,0,2,2,2,5.00E+03,3.00E+03,0,3800,800,0,2,1
32,12367,13732,1513,0,0,0,1,2.00E+05,1,0,0,-1,-1,-2,-2,2.00E+03,1513,0,0,0,0,2,0
29,118729,121398,125899,128933,129427,132338,2,2.00E+05,1,0,0,0,0,0,0,4874,6690,7.00E+03,4500,5.00E+03,4682,2,0
31,2155,2010,165,5908,283,283,1,2.30E+05,2,-1,-1,2,-1,-1,0,2010,0,5908,283,133,0,2,0
29,186969,167474,168081,166589,165981,165951,1,2.40E+05,2,0,0,0,0,0,0,5510,6.00E+03,8808,6006,6.00E+03,6.00E+03,2,0
31,518,518,518,518,518,668,2,1.40E+05,2,-2,-2,-2,-2,-2,-2,518,518,518,518,668,518,2,0
32,6890,11002,517,11212,19090,24949,1,2.00E+05,2,-2,-2,-2,-2,-2,-2,11002,517,11214,19116,24949,10904,2,0
30,0,8417,0,2830,0,0,1,4.10E+05,2,-2,-2,-2,-2,-2,-2,8417,0,2830,0,0,500,2,0
30,127580,91812,96599,93389,29716,27283,2,8.00E+04,2,0,0,0,0,0,0,1.30E+04,6.00E+03,5122,5012,1.30E+04,1.80E+04,2,0
29,4880,0,0,6560,3617,0,1,1.40E+05,2,-1,-1,-2,-1,-1,-1,0,0,6560,3617,0,2770,2,1
30,288033,260683,190012,36223,-4724,225276,1,2.90E+05,2,0,0,0,0,0,-1,10784,10295,2082,4724,2.30E+05,1.00E+04,2,0
32,4762,26943,7488,10276,96059,6434,1,3.10E+05,1,0,-1,0,0,0,0,26943,5.00E+03,6.00E+03,9.30E+04,3.00E+03,5.00E+03,2,1
32,9609,5609,967,16638,15721,17349,2,5.00E+05,2,-1,-1,-1,-1,0,0,5637,972,16671,5749,7376,10723,2,0
33,243262,238599,198588,203286,215882,214320,1,2.50E+05,2,2,0,0,0,0,2,7991,9.00E+03,8.00E+03,1.60E+04,2.00E+03,6200,2,1
33,10361,263,8050,8234,835,87878,1,5.00E+05,2,-2,-2,-2,-2,-2,-2,263,8050,8234,835,87878,5.00E+03,2,0
30,23398,14445,15404,19885,22355,22902,2,1.80E+05,2,0,0,0,0,0,0,1541,1500,4911,10355,10902,3500,2,0
30,60947,62660,22693,23705,24012,24703,1,3.20E+05,2,0,0,0,0,0,0,2868,1681,1693,1.00E+03,1077,1336,2,0
27,175050,164054,127369,108702,77703,79123,2,2.30E+05,2,0,0,0,0,0,0,1.00E+04,1.00E+04,4.00E+03,3.00E+03,5.00E+03,5.00E+03,2,0
30,20992,40125,44454,48382,51951,55957,2,3.60E+05,1,0,0,0,0,0,0,2.00E+04,5.00E+03,5.00E+03,5.00E+03,5.00E+03,3.00E+03,2,0
37,6993,4165,5794,9576,7818,7580,2,1.00E+04,2,-1,-1,-1,-1,0,0,6495,5794,9585,7580,152,390,2,0
36,48831,46763,44302,42942,20103,20163,3,5.00E+04,2,0,0,0,0,0,0,2002,4228,1603,900,700,810,2,0
40,41826,42820,44156,44864,45768,48204,2,2.10E+05,1,0,0,0,0,0,0,1520,1856,1564,1468,3.00E+03,2.00E+03,2,0
33,65484,66798,68120,70088,71345,72314,1,8.00E+04,1,0,0,0,0,0,0,3.00E+03,3.00E+03,3109,3.00E+03,3.00E+03,3.00E+03,2,0
37,646,0,740,871,1980,0,3,3.60E+05,2,-1,-1,-1,-1,-1,-1,0,740,871,1980,0,0,2,0
38,254900,259974,268459,271691,277226,283210,1,3.60E+05,2,0,0,0,2,0,0,9300,14200,9200,1.00E+04,10403,11900,2,0
38,11403,8151,8892,8563,-510,390,3,3.00E+04,2,2,2,2,2,2,-1,0,2500,0,0,1290,930,2,0
38,6491,-1277,8413,19825,22085,12316,3,2.80E+05,2,-1,-1,-1,-1,0,0,4041,16830,19862,12098,19,7428,2,0
41,4591,0,28466,21455,15685,6737,2,1.20E+05,1,-1,-1,-1,-1,0,0,0,28466,21455,0,0,200,2,0
44,123100,125674,145212,141409,142861,166960,1,1.80E+05,1,0,0,0,2,0,0,6102,23200,0,5295,26550,6045,2,0
31,147344,116483,90368,85616,81461,77925,2,4.20E+05,1,0,0,0,0,0,0,4153,4031,3040,3026,3017,3079,2,0
42,52262,36518,20533,-919,-919,-919,2,1.70E+05,1,0,0,0,0,-2,-2,1985,1.00E+03,1.60E+04,1.60E+04,1.60E+04,24288,2,0
41,17028,20543,21919,20828,20272,18816,2,5.00E+04,1,2,2,2,2,2,0,3828,2.00E+03,600,0,637,700,2,1
48,9518,9217,10557,11576,12383,13180,3,7.00E+04,1,1,2,0,0,0,0,0,1500,1200,1.00E+03,1.00E+03,500,2,1
42,34672,35270,36150,36528,37128,37348,3,9.00E+04,1,0,0,0,0,0,0,1562,1832,1600,1.00E+03,1.00E+03,0,2,0
44,3213,3.00E+03,0,0,0,0,3,3.00E+04,2,1,2,2,-2,-2,-2,0,0,0,0,0,0,2,0
36,0,0,19928,23255,23968,24531,2,1.00E+05,1,1,-2,-1,0,0,0,0,19928,4.00E+03,1100,1100,1400,2,0
36,0,0,0,0,1966,500,5,1.50E+05,2,1,-2,-2,-2,-1,-1,0,0,0,1966,500,754,2,0
34,19810,3478,7782,4720,4440,96628,1,4.80E+05,2,-1,-1,-1,0,-1,-1,3495,8037,4523,4462,96665,6865,2,0
36,7160,5253,0,0,0,0,4,1.50E+05,1,-2,-2,-2,-2,-2,-2,5279,0,0,0,0,0,2,0
38,2226,6259,1393,1627,5189,10747,1,8.00E+04,1,-1,-1,-1,-1,-1,-1,6259,1393,1627,5189,10747,4412,2,0
41,44018,74152,107675,110289,100520,37080,3,4.80E+05,1,0,0,0,0,0,0,35176,4.50E+04,12022,1.40E+04,1.40E+04,1.00E+04,2,0
32,33231,34544,35976,15996,32714,16720,3,5.00E+04,1,0,0,0,0,0,0,1868,2300,1239,600,600,600,2,1
38,1242,0,0,0,0,0,2,1.50E+05,2,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,2,0
44,16094,18961,20857,20229,19623,19878,2,5.00E+04,2,0,0,2,3,2,0,3155,2500,0,0,707,713,2,1
32,251330,256988,234260,227884,202178,198467,2,2.60E+05,2,0,0,0,0,0,0,1.00E+04,9014,11002,7503,7502,7500,2,1
33,5188,12357,28656,7497,7685,15434,2,2.60E+05,2,-1,-1,-1,-1,-1,0,1.30E+04,29022,7500,27769,1.20E+04,6200,2,1
37,42101,43594,44700,45465,46215,47125,2,6.00E+04,1,2,2,2,2,2,2,2500,2100,1800,1800,1800,2.00E+03,2,1
45,640,23699,2676,-4,-4,-4,3,8.00E+04,1,-2,-2,-2,-2,-2,-2,23699,22670,0,0,0,0,2,0
34,208009,212271,166288,168146,172345,177151,2,2.20E+05,1,0,0,0,0,0,0,8200,8.00E+03,6108,7.00E+03,7743,7700,2,0
43,1593,1928,5797,7727,4196,0,3,1.00E+04,2,-1,-1,-1,0,0,-2,2006,5805,4013,4217,4,12700,2,0
40,-531,2661,3871,1488,0,0,3,4.00E+04,1,1,-1,2,2,2,-2,3383,2.00E+03,0,0,0,431,2,1
38,39468,33983,35042,35699,36410,38067,1,1.90E+05,2,0,0,0,0,0,0,2151,1910,1558,1269,2209,123347,2,0
43,-6,1298,826,2044,-16,-16,4,2.50E+05,1,-2,-2,-2,-2,-2,-2,1304,830,2054,0,0,0,2,0
47,7301,4542,3390,460,338,679,3,1.20E+05,2,-1,0,0,-1,-1,-1,2327,1083,500,350,700,500,2,0
35,0,1492,0,0,0,0,3,2.00E+04,2,-2,-2,-2,-2,-2,-2,1492,0,0,0,0,0,2,0
40,66635,56729,73783,58144,27617,14695,1,2.10E+05,1,1,2,2,2,0,0,0,20012,24,33,0,223,2,0
37,19969,19568,19189,13708,11467,10614,2,2.00E+04,1,0,0,0,0,0,0,1400,2.00E+03,1500,1.00E+03,1.00E+03,2.00E+03,2,0
45,90483,91893,91531,82398,73011,73711,2,1.00E+05,1,0,0,0,0,0,0,3315,3664,3157,2572,3048,2680,2,0
40,8539,9559,12394,11883,9826,10167,2,1.30E+05,2,2,0,0,2,0,0,1165,3.00E+03,0,500,500,2700,2,1
34,26232,8955,33661,12957,10221,40060,1,4.20E+05,2,-1,-1,-1,0,0,-1,8967,33661,3005,3.00E+03,40060,5.00E+03,2,0
36,0,0,0,0,0,300,1,1.60E+05,2,1,-2,-2,-2,-2,-1,0,0,0,0,300,0,2,1
31,3429,33535,2441,5681,65816,17577,1,3.60E+05,2,-2,-2,-2,-2,-2,-2,33702,2453,5710,66145,17589,8050,2,0
30,69443,70896,72381,70629,74827,76470,2,1.20E+05,2,2,2,2,2,2,2,3200,3200,0,6.00E+03,3.00E+03,3.00E+03,1,0
44,322849,331476,339278,85500,87192,92581,1,5.00E+05,1,0,0,0,0,0,0,1.40E+04,1.50E+04,4.00E+03,4.00E+03,6784,0,2,0
48,907,19830,11639,14362,0,46514,1,1.40E+05,1,-1,-1,-1,-1,-1,-1,19891,11639,14362,0,46514,2400,2,0
48,36320,29106,15290,4456,33661,34275,3,8.00E+04,3,0,0,0,0,0,0,2030,2.00E+03,2.00E+03,3.00E+04,1.20E+04,0,2,0
36,57605,58727,59854,61330,62394,63912,3,2.10E+05,2,0,0,0,0,0,0,3.00E+03,3.00E+03,2804,3.00E+03,3.00E+03,2468,2,0
42,0,0,0,17297,0,13497,2,4.40E+05,2,1,-2,-2,-1,-1,-1,0,0,17297,0,13497,0,2,0
43,684,1726,0,0,5055,5996,2,2.60E+05,1,-1,-1,-1,-2,-1,-1,1742,0,0,5055,5996,5648,2,0
37,200927,200612,202794,191419,81360,66864,2,3.90E+05,1,0,0,0,0,0,0,17843,8315,6839,3.00E+03,2348,2401,2,0
32,21274,22704,0,0,0,0,2,1.50E+05,1,0,0,0,-2,-2,-2,11540,0,0,0,0,0,2,0
40,1385,4843,2942,1054,1708,3014,2,2.50E+05,1,-2,-2,-2,-2,-2,-2,4843,2942,1057,1708,3014,3037,2,0
43,28447,27721,27009,27170,26295,34171,2,2.00E+04,1,4,4,3,2,2,2,0,0,924,0,9648,2.00E+03,2,1
44,84298,85379,87469,90380,91355,92565,2,2.10E+05,2,0,0,0,0,0,0,3379,3469,4380,3355,3565,3607,2,0
37,326,326,326,480,1011,2685,1,1.80E+05,1,2,-1,-1,-1,-1,0,326,326,480,1011,2.00E+03,3.00E+03,2,1
43,390,390,0,780,0,0,1,2.30E+05,1,-1,-1,-1,-1,-1,-2,390,0,780,0,0,0,2,1
34,372188,383052,74835,87584,95161,103398,2,4.50E+05,1,0,0,0,0,0,0,2.00E+04,3703,1.50E+04,1.00E+04,1.00E+04,2.50E+04,2,0
47,26782,29104,30027,28928,29346,29717,2,6.00E+04,1,2,2,2,2,0,0,3400,2.00E+03,0,1500,1300,3500,2,1
35,1302,3571,311,8088,10881,11600,2,3.20E+05,2,-1,-1,-1,-1,0,0,3571,311,8088,5.00E+03,1600,1810,2,0
40,5664,12781,7169,6749,2436,14155,3,4.80E+05,1,-2,-2,-2,-2,-2,-2,12871,7169,6749,2436,14155,9286,2,0
29,9862,2896,2458,305,0,0,1,1.80E+05,2,-1,-1,-1,-1,-1,-2,2903,2458,305,0,0,0,2,0
43,242526,228858,218878,193596,167149,157817,3,2.20E+05,1,0,0,0,0,0,0,8100,8100,7.00E+03,5900,5600,5.00E+03,2,1
36,2079,6964,1013,5254,2932,2248,2,6.00E+04,1,-1,-1,-1,-1,-1,-1,6964,1013,5254,2932,2248,3.00E+03,2,0
39,4934,1275,1572,240,-1226,-2074,1,3.10E+05,1,-2,-2,-2,-2,-2,-2,1275,1572,240,970,0,6585,2,0
36,50663,50847,50768,50629,49974,49897,2,1.40E+05,1,0,0,0,0,0,0,1788,2182,2041,1715,1982,3.00E+04,2,0
38,1659,0,0,0,0,0,2,3.60E+05,2,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,2,0
33,40669,43102,44313,45286,44256,47549,1,5.00E+04,1,2,2,2,2,2,2,3424,2200,2.00E+03,0,4.00E+03,2300,2,1
34,254219,252984,252180,250359,203580,192415,1,3.40E+05,1,0,0,0,0,0,0,9500,9780,9425,7500,6800,7200,2,0
35,286595,292813,302966,3.00E+05,4.00E+05,0,2,5.00E+05,1,0,0,0,0,0,0,1.10E+04,14846,6.00E+03,1.00E+05,0,279260,2,0
41,275956,277193,284198,285419,261073,233343,2,5.00E+05,1,0,0,0,0,0,0,1.50E+04,1.30E+04,1.00E+04,1.00E+04,1.00E+04,1.00E+04,2,0
31,173628,177556,179549,225556,219642,232652,2,2.40E+05,2,0,0,0,0,2,2,8.00E+03,7.00E+03,5.00E+04,0,16302,0,2,0
35,157249,148123,142852,133583,129049,128325,3,3.20E+05,1,0,0,0,0,0,0,6.00E+03,6048,6.00E+03,5.00E+03,5.00E+03,5.00E+03,2,1
41,66132,6917,3050,1760,0,0,1,3.00E+05,1,-1,-1,-1,-1,-1,-2,6983,3331,1760,0,0,891,2,0
44,0,1275,0,0,1300,0,3,5.00E+05,2,-2,-2,-2,-2,-2,-2,1275,0,0,1300,0,0,2,0
45,12047,17091,8743,31886,14893,8343,2,2.30E+05,1,-1,-1,-1,-1,-1,0,17094,8786,32467,14893,0,8968,2,0
35,59449,58548,53054,47933,29254,29981,2,6.00E+04,1,0,0,0,0,0,0,2300,2600,2.00E+03,1200,1200,1500,2,0
32,1160,2884,1165,4685,1165,3472,1,1.80E+05,2,-1,-1,-1,-1,0,-1,2889,1165,4685,0,3472,799,2,0
47,194487,189894,185512,169728,143260,136901,3,1.90E+05,1,1,2,0,0,0,0,92,7791,4.00E+03,2865,4.00E+04,0,2,0
32,30625,60003,7147,9950,22117,4874,1,3.50E+05,1,-1,-1,-2,-2,-2,-2,60396,7147,9950,22117,4874,0,2,1
40,64744,66030,67450,68587,57710,58918,2,7.00E+04,2,2,0,0,0,0,0,2361,2482,2293,2063,2135,2188,2,1
38,1966,35703,1241,-119,23969,5567,1,6.20E+05,2,-1,-1,-1,-2,-1,0,35703,1241,119,24088,0,0,2,0
31,7773,3426,2.00E+03,1.00E+03,3.00E+03,2.00E+03,1,2.00E+05,2,-1,-1,-1,-1,0,0,3643,2.00E+03,1.00E+03,2.00E+03,0,1249,2,0
36,93982,105695,77704,0,0,0,2,2.80E+05,2,0,0,0,0,-2,-2,1.50E+04,4.00E+04,0,0,0,336,2,0
44,47497,47122,46789,37465,27450,28025,3,5.00E+04,1,0,0,0,0,0,0,2306,2400,2.00E+03,983,1018,1030,2,0
36,9330,31745,22829,6.00E+03,6.00E+03,0,3,1.60E+05,3,-1,-1,0,-1,-1,-1,31745,1049,6.00E+03,6.00E+03,0,4345,2,0
39,180201,181443,155045,95145,86025,87836,2,1.90E+05,1,0,0,0,0,-1,0,7.00E+03,7.00E+03,3100,92101,3200,4300,2,1
35,147812,135624,125469,103409,75498,72020,2,2.10E+05,2,0,0,0,0,0,0,5.00E+03,7.00E+03,5.00E+03,4.00E+03,2447,3.00E+03,2,0
31,28788,27620,26352,939,2202,1369,2,8.00E+04,2,0,0,0,-1,-1,-1,8.00E+03,1.00E+03,939,2202,1369,4827,2,0
40,201598,198373,152601,105588,73886,198487,4,2.00E+05,2,0,0,0,0,0,0,10100,6700,5500,4500,127600,7500,2,0
38,4404,5096,11473,21086,2034,17678,2,8.00E+04,1,-1,-1,-1,0,0,-1,5096,11476,16037,0,17678,6.00E+03,2,0
33,14682,1220,4048,1871,1320,257,1,2.10E+05,2,0,0,0,0,2,-1,1075,3923,1723,5,257,10843,2,1
35,2500,2500,0,0,0,0,3,3.60E+05,2,-1,2,2,-2,-2,-2,0,0,0,0,0,0,2,0
35,215090,208556,214321,134517,54711,23611,3,2.00E+05,1,0,0,0,0,0,0,7700,9300,6500,3.00E+03,856,1152,2,0
31,82939,82814,71541,59493,67821,71546,1,2.90E+05,2,0,0,0,0,0,0,5017,4033,2828,1.00E+04,5.00E+03,3.00E+03,2,0
29,49624,48530,50255,49104,51044,50933,1,5.00E+04,2,3,3,2,3,2,2,0,2800,0,3.00E+03,800,3.00E+03,2,1
34,28210,19130,1.00E+04,8.00E+03,0,1.00E+04,3,1.50E+05,1,0,0,0,-1,-1,-1,1130,1.00E+03,8.00E+03,2.00E+03,1.00E+04,0,2,0
28,45797,47226,48065,49158,50646,12927,2,5.00E+04,1,0,0,0,0,0,0,2500,1900,1898,2386,629,792,2,1
36,67940,45746,46979,42045,40334,49542,1,3.10E+05,2,0,0,0,0,0,0,2.00E+03,2.00E+03,2.00E+03,2.00E+03,1.30E+04,2.00E+03,2,0
41,102629,85817,78898,70886,65869,67805,3,1.50E+05,2,2,0,0,0,0,0,3100,3160,2505,2500,3.00E+03,5.00E+03,2,1
32,166,1484,2526,3452,3522,4909,3,1.80E+05,1,-1,-1,0,0,0,0,1484,1074,1.00E+03,70,1387,28,2,0
31,245566,238208,226020,212422,201680,164989,2,4.90E+05,1,0,0,0,0,0,0,10095,9861,7055,6189,5046,5089,2,0
32,15497,15073,11755,7453,38415,31685,2,1.40E+05,2,-1,0,0,0,-1,0,1231,1262,1.00E+03,38415,4.00E+03,4.00E+03,2,0
43,1520,23190,0,19465,19454,19851,3,8.00E+04,1,-1,-1,-1,-1,0,0,23190,0,19465,389,397,0,2,0
31,10184,12204,13239,15254,16394,18124,3,5.00E+04,1,0,0,0,0,0,0,2204,1239,2254,1394,2.00E+03,1019,2,0
30,192743,196031,196143,189524,167163,146975,3,2.00E+05,2,0,0,0,0,0,0,9003,7300,7108,7680,6200,5.00E+03,2,0
36,14516,4895,5292,8866,16809,5794,1,2.10E+05,2,-2,-2,-2,-1,-1,-1,4915,5292,8872,16876,5794,2415,2,0
27,8328,24491,26085,27644,28884,32930,1,5.00E+05,2,0,-1,0,0,0,0,25450,2.00E+03,2.00E+03,2.00E+03,5.00E+03,5.00E+03,2,1
27,110593,111679,108455,109392,78524,75745,2,1.10E+05,1,1,2,2,0,0,0,4363,0,4012,3120,2800,3.00E+03,2,0
30,21489,-86,4414,64183,61001,60601,2,2.80E+05,2,0,0,-1,0,0,0,5,4500,6.00E+04,1244,2.00E+03,4.00E+03,2,0
37,7200,0,0,0,0,0,2,3.40E+05,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0
37,114480,117791,123108,124327,127011,134519,2,2.00E+05,1,0,0,0,0,0,0,5.00E+03,7.00E+03,4500,4500,9500,5.00E+03,2,0
41,4528,6365,2991,4919,12792,20981,2,3.60E+05,1,0,0,0,0,0,0,2.00E+03,2.00E+03,2.00E+03,8.00E+03,1.00E+04,1.00E+04,2,0
27,4883,3090,1404,5208,59006,12072,2,2.50E+05,2,0,0,0,-1,0,0,2500,1.00E+03,5208,5.40E+04,5.00E+03,1.00E+04,2,0
43,132823,132700,182868,166755,111450,53049,5,2.00E+05,1,0,0,0,0,0,0,71998,1.16E+05,3771,2229,37609,4.00E+04,2,0
31,192860,189272,137255,137180,135783,135201,2,3.40E+05,1,0,0,0,0,0,0,7332,5008,6367,4800,4941,4696,2,0
32,1784,871,3179,3344,3552,0,1,8.00E+04,1,-1,-1,-2,-2,-1,-1,871,3381,3384,3958,0,0,2,0
28,20068,21226,22573,23596,24068,24679,1,1.00E+05,2,0,0,0,0,0,0,1800,2.00E+03,1400,863,1.00E+03,2.00E+03,2,0
46,347531,345620,344364,202241,196082,189064,2,4.20E+05,1,0,0,0,0,0,0,13503,15031,7011,7010,7013,7015,2,0
25,52196,16982,20199,20746,2260,4180,1,1.40E+05,2,0,0,0,0,0,0,2.00E+03,5.00E+03,1.00E+03,1260,3.00E+03,439,2,0
48,50411,48409,42248,33855,28064,29660,3,5.00E+04,1,0,0,0,0,0,0,5.00E+03,2.00E+03,2500,2500,2.00E+03,2500,2,0
30,87292,89534,89173,91489,93463,95021,1,2.10E+05,2,0,0,0,0,0,0,4600,3789,3811,3465,3186,4389,2,0
33,19572,28858,52512,71923,19923,-77,1,2.00E+05,2,0,0,0,0,0,0,1.00E+04,2.50E+04,20400,0,0,77,2,0
33,372926,354068,327342,247528,128386,128820,1,3.80E+05,1,0,0,0,0,0,0,13248,9543,6106,3013,3398,6067,2,0
25,26417,27421,28573,29222,28451,27270,1,3.00E+04,2,0,0,0,0,0,0,1448,1600,1500,1.00E+03,1.00E+03,1200,2,0
31,70492,68652,67881,38465,27773,29132,2,8.00E+04,1,0,0,0,0,0,0,2806,4006,1804,2003,3004,1502,2,1
23,25084,20685,30688,23674,23636,22426,1,8.00E+04,2,0,0,0,0,0,0,1500,1.20E+04,2.00E+03,1.00E+03,1.00E+03,1100,2,0
36,197810,201362,164183,136199,139209,135742,2,2.00E+05,1,2,0,0,0,0,0,9051,7.00E+03,5.00E+03,5.00E+03,5.00E+03,5.00E+03,2,1
43,10330,12320,12209,16727,17738,14117,2,5.00E+05,1,-2,-2,-2,-2,-2,-2,12320,12209,16727,17744,14117,11691,2,0
34,203657,194792,181341,170107,158889,147344,2,2.70E+05,1,0,0,0,0,0,0,10015,6538,7744,7068,5350,10077,2,0
43,270,9390,0,14153,5254,11676,1,5.00E+05,1,-2,-2,-2,-2,-2,-2,9483,0,14153,5274,11676,2276,2,0
40,164208,161207,1665,1228,8599,3890,2,2.30E+05,2,0,0,-1,-1,-1,-1,7105,1762,1228,8599,3890,6999,2,0
42,237066,171440,177859,159518,186563,168083,1,5.00E+05,2,0,0,0,0,0,0,2.00E+04,5.00E+04,1.00E+04,5.00E+04,2.00E+04,5.00E+04,2,0
41,45313,46262,49188,50084,48980,50050,1,5.00E+04,1,1,2,2,3,3,2,2.00E+03,4.00E+03,2.00E+03,0,2.00E+03,3.00E+03,2,0
35,192454,196708,189210,181491,176661,173532,1,3.10E+05,2,0,0,0,0,0,0,9088,7044,9072,11210,6116,5362,2,0
46,782,316,0,632,316,2398,2,2.30E+05,1,-1,-1,-1,-1,-1,-1,316,0,632,316,2398,1783,2,1
34,14840,8435,6991,17176,8053,10363,3,3.00E+04,1,-2,-1,-1,-1,-1,-1,10483,6998,17186,8054,10375,6929,2,1
43,36062,37055,38354,39634,21597,481,2,3.00E+05,2,0,0,0,0,0,2,1897,2196,2476,3439,0,1248,2,0
34,7251,11990,39360,5090,2787,23405,4,1.90E+05,1,-1,-1,-1,-1,-1,-1,11996,39382,5090,2787,23405,978,2,0
43,33794,10570,-28,-28,-28,-28,1,1.10E+05,1,0,0,0,-2,-2,-2,6725,0,0,0,0,0,2,1
39,20392,19772,22234,21579,22720,23704,2,7.00E+04,1,3,2,2,2,2,2,0,3100,0,1500,1500,0,2,1
36,118410,87199,90782,94261,96694,98982,2,1.30E+05,2,0,0,0,0,0,0,5001,5001,5.00E+03,4.00E+03,4.00E+03,10001,2,0
34,14967,17705,19394,18956,20684,22237,5,1.50E+05,1,0,0,0,0,0,0,3.00E+03,2.00E+03,2.00E+03,2.00E+03,2.00E+03,1.00E+03,2,0
32,339410,324469,324109,287932,287892,276902,2,4.40E+05,1,2,0,0,0,0,0,11500,11129,10300,11098,11200,1.20E+04,2,0
29,157067,155760,153047,122831,124794,116746,1,1.60E+05,2,0,0,0,0,0,2,5708,7424,4251,6010,5.00E+03,4.00E+03,2,1
29,69314,65083,67062,68188,56454,58453,2,1.70E+05,2,0,0,0,0,0,0,2330,3028,2847,2600,3400,2045,2,0
29,0,1216,2677,2985,3739,1242,1,1.40E+05,2,1,-1,-1,-1,-1,-1,1216,2698,6069,3889,1242,3061,2,0
46,18910,20592,21949,24116,23430,25044,1,3.00E+04,2,0,0,0,0,2,0,2.00E+03,2.00E+03,2535,0,2.00E+03,2300,2,0
47,11900,4256,4.00E+03,4.00E+03,4.00E+03,4.00E+03,2,1.80E+05,1,-1,-1,-2,-2,-2,-2,4256,4.00E+03,4.00E+03,4.00E+03,4.00E+03,4.00E+03,2,0
45,8934,5264,6769,2487,1857,0,2,2.00E+05,1,-1,2,2,2,0,0,0,2491,0,0,0,4313,2,0
31,1500,3794,-1678,-1478,1058,5556,1,1.00E+05,2,-2,-2,-2,-2,-2,-2,3794,0,200,4058,5738,21173,2,0
32,317024,313710,299059,281436,274358,270877,1,3.60E+05,1,0,0,0,0,0,0,11200,12112,11500,9600,10005,9651,2,0
32,14279,3904,24274,5196,4996,16890,1,2.00E+05,2,-1,-1,-1,0,0,-1,3904,24277,4996,0,16890,6077,2,0
34,711,-1,-1,-1,-1,-1,1,2.30E+05,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0
47,34804,35525,36948,38031,38698,39524,2,1.70E+05,2,0,0,0,0,0,0,1600,2.00E+03,2.00E+03,1600,1600,1700,2,0
36,78063,79346,77977,79071,76918,81713,2,1.00E+05,1,2,2,2,2,2,2,3500,3300,3.00E+03,0,6500,3.00E+03,2,1
37,66447,66759,68200,72972,71248,50610,2,7.00E+04,1,0,0,0,0,2,0,2391,2518,5950,0,1782,1985,2,1
41,0,0,0,0,0,0,2,2.40E+05,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,1
32,377249,382116,391305,195642,189101,182062,4,7.10E+05,2,0,0,0,0,0,0,1.10E+04,1.20E+04,8.00E+03,7.00E+03,7.00E+03,6500,2,0
49,162567,163900,145992,124841,125596,113105,3,1.80E+05,1,0,0,0,0,0,0,5821,5.00E+03,5935,4263,4200,4283,2,1
